PC_TIME_STAMP,REF_TIME,A1_Y_HEX,A1_Y
02:50:24:973,0.480,0xFFED,-19
02:50:24:973,0.490,0xFFD6,-42
02:50:24:973,0.500,0xFFEF,-17
02:50:24:973,0.510,0xFFEA,-22
02:50:24:973,0.520,0xFFFD,-3
02:50:24:973,0.530,0x0001,1
02:50:24:973,0.540,0x0013,19
02:50:24:973,0.550,0x0006,6
02:50:24:973,0.560,0xFFEB,-21
02:50:24:973,0.570,0xFFF7,-9
02:50:24:973,0.580,0xFFFA,-6
02:50:24:973,0.590,0xFFEA,-22
02:50:24:973,0.600,0xFFFC,-4
02:50:24:973,0.610,0xFFEE,-18
02:50:24:973,0.620,0xFFDF,-33
02:50:24:973,0.630,0xFFEE,-18
02:50:24:973,0.640,0xFFF1,-15
02:50:24:973,0.650,0xFFF5,-11
02:50:24:973,0.660,0xFFF5,-11
02:50:24:973,0.670,0xFFEE,-18
02:50:24:973,0.680,0xFFF1,-15
02:50:24:973,0.690,0xFFF7,-9
02:50:24:973,0.700,0xFFF4,-12
02:50:24:973,0.710,0xFFED,-19
02:50:24:973,0.720,0xFFF4,-12
02:50:24:973,0.730,0xFFF3,-13
02:50:24:973,0.740,0xFFF6,-10
02:50:24:973,0.750,0xFFEE,-18
02:50:24:973,0.760,0xFFEE,-18
02:50:24:973,0.770,0xFFF2,-14
02:50:24:973,0.780,0xFFF2,-14
02:50:24:973,0.790,0xFFF0,-16
02:50:24:973,0.800,0xFFEE,-18
02:50:24:973,0.810,0xFFF3,-13
02:50:24:973,0.820,0xFFEE,-18
02:50:24:973,0.830,0xFFF2,-14
02:50:24:973,0.840,0xFFED,-19
02:50:24:973,0.850,0xFFED,-19
02:50:24:973,0.860,0x0004,4
02:50:24:973,0.870,0xFFEC,-20
02:50:24:973,0.880,0xFFEC,-20
02:50:24:973,0.890,0xFFF2,-14
02:50:24:973,0.900,0xFFF8,-8
02:50:24:973,0.910,0xFFF7,-9
02:50:24:973,0.920,0xFFF7,-9
02:50:24:973,0.930,0xFFF7,-9
02:50:24:973,0.940,0xFFF5,-11
02:50:24:973,0.950,0xFFF0,-16
02:50:24:973,0.960,0xFFEE,-18
02:50:24:973,0.970,0xFFF0,-16
02:50:24:973,0.980,0xFFEC,-20
02:50:24:973,0.990,0xFFE7,-25
02:50:24:973,1.000,0xFFF0,-16
02:50:24:973,1.010,0xFFE7,-25
02:50:24:973,1.020,0xFFF0,-16
02:50:24:973,1.030,0xFFEE,-18
02:50:24:973,1.040,0xFFEC,-20
02:50:24:973,1.050,0xFFF0,-16
02:50:24:973,1.060,0xFFED,-19
02:50:24:973,1.070,0xFFFA,-6
02:50:24:973,1.080,0xFFFB,-5
02:50:24:973,1.090,0x0041,65
02:50:24:973,1.100,0x001C,28
02:50:24:973,1.110,0x0000,0
02:50:24:973,1.120,0x0002,2
02:50:24:973,1.130,0x0002,2
02:50:24:973,1.140,0xFFFD,-3
02:50:24:973,1.150,0x0004,4
02:50:24:973,1.160,0xFFFF,-1
02:50:24:973,1.170,0x0000,0
02:50:24:973,1.180,0x0001,1
02:50:24:973,1.190,0xFFF6,-10
02:50:24:973,1.200,0xFFF9,-7
02:50:24:973,1.210,0xFFF2,-14
02:50:24:973,1.220,0xFFFE,-2
02:50:24:973,1.230,0xFFF7,-9
02:50:24:973,1.240,0x0002,2
02:50:24:973,1.250,0xFFFE,-2
02:50:24:973,1.260,0xFFFA,-6
02:50:24:973,1.270,0xFFFD,-3
02:50:24:973,1.280,0xFFFD,-3
02:50:24:973,1.290,0xFFFB,-5
02:50:24:973,1.300,0xFFF6,-10
02:50:24:973,1.310,0x0000,0
02:50:24:973,1.320,0x0002,2
02:50:24:973,1.330,0x0000,0
02:50:24:973,1.340,0xFFFC,-4
02:50:24:973,1.350,0x0001,1
02:50:42:028,0.090,0xFFFF,-1
02:50:42:028,0.100,0xFFFA,-6
02:50:42:028,0.110,0x0000,0
02:50:42:028,0.120,0xFFFB,-5
02:50:42:028,0.130,0x0001,1
02:50:42:028,0.140,0xFFFE,-2
02:50:42:028,0.150,0x0000,0
02:50:42:028,0.160,0xFFFC,-4
02:50:42:028,0.170,0x0001,1
02:50:42:028,0.180,0xFFF6,-10
02:50:42:028,0.190,0xFFF9,-7
02:50:42:028,0.200,0xFFF9,-7
02:50:42:028,0.210,0xFFF9,-7
02:50:42:028,0.220,0xFFF3,-13
02:50:42:028,0.230,0x0001,1
02:50:42:028,0.240,0xFFF8,-8
02:50:42:028,0.250,0x0000,0
02:50:42:028,0.260,0xFFFA,-6
02:50:42:028,0.270,0x0004,4
02:50:42:028,0.280,0xFFF9,-7
02:50:42:028,0.290,0xFFF7,-9
02:50:42:028,0.300,0xFFF5,-11
02:50:42:028,0.310,0xFFFF,-1
02:50:42:028,0.320,0xFFFB,-5
02:50:42:028,0.330,0xFFFB,-5
02:50:42:028,0.340,0x000B,11
02:50:42:028,0.350,0xFFF0,-16
02:50:42:028,0.360,0xFFF5,-11
02:50:42:028,0.370,0xFFFC,-4
02:50:42:028,0.380,0x0005,5
02:50:42:028,0.390,0x0007,7
02:50:42:028,0.400,0x0020,32
02:50:42:028,0.410,0xFFEF,-17
02:50:42:028,0.420,0x001A,26
02:50:42:028,0.430,0x0052,82
02:50:42:028,0.440,0x005C,92
02:50:42:028,0.450,0x0048,72
02:50:42:028,0.460,0x0033,51
02:50:42:028,0.470,0x0034,52
02:50:42:028,0.480,0x006C,108
02:50:42:028,0.490,0x0079,121
02:50:42:028,0.500,0x0056,86
02:50:42:028,0.510,0x0028,40
02:50:42:028,0.520,0x005F,95
02:50:42:028,0.530,0x0069,105
02:50:42:028,0.540,0x0064,100
02:50:42:028,0.550,0x007C,124
02:50:42:028,0.560,0x006B,107
02:50:42:028,0.570,0x0084,132
02:50:42:028,0.580,0x0089,137
02:50:42:028,0.590,0x0078,120
02:50:42:028,0.600,0x00A7,167
02:50:42:028,0.610,0x00EA,234
02:50:42:028,0.620,0x00FC,252
02:50:42:028,0.630,0x00F2,242
02:50:42:028,0.640,0x00C9,201
02:50:42:028,0.650,0x00C4,196
02:50:42:028,0.660,0x00DC,220
02:50:42:028,0.670,0x00C6,198
02:50:42:028,0.680,0x00A4,164
02:50:42:028,0.690,0x007F,127
02:50:42:028,0.700,0x00B0,176
02:50:42:028,0.710,0x00F5,245
02:50:42:028,0.720,0x0101,257
02:50:42:028,0.730,0x00E2,226
02:50:42:028,0.740,0x00E7,231
02:50:42:028,0.750,0x00FB,251
02:50:42:028,0.760,0x00FE,254
02:50:42:028,0.770,0x010F,271
02:50:42:028,0.780,0x0116,278
02:50:42:028,0.790,0x0114,276
02:50:42:028,0.800,0x00EB,235
02:50:42:028,0.810,0x00E0,224
02:50:42:028,0.820,0x00F7,247
02:50:42:028,0.830,0x0123,291
02:50:42:028,0.840,0x0116,278
02:50:42:028,0.850,0x00FE,254
02:50:42:028,0.860,0x00F6,246
02:50:42:028,0.870,0x0117,279
02:50:42:028,0.880,0x011B,283
02:50:42:028,0.890,0x011B,283
02:50:42:028,0.900,0x011B,283
02:50:42:028,0.910,0x011C,284
02:50:42:028,0.920,0x011A,282
02:50:42:028,0.930,0x011A,282
02:50:42:028,0.940,0x011A,282
02:50:42:028,0.950,0x011D,285
02:50:42:028,0.960,0x0114,276
02:50:42:028,0.970,0x011C,284
02:50:42:028,0.980,0x011F,287
02:50:42:028,0.990,0x0110,272
02:50:42:028,1.000,0x010C,268
02:50:42:028,1.010,0x0108,264
02:50:42:028,1.020,0x00E1,225
02:50:42:028,1.030,0x00C4,196
02:50:42:028,1.040,0x00D9,217
02:50:42:028,1.050,0x00C3,195
02:50:42:028,1.060,0x008B,139
02:50:42:028,1.070,0x0079,121
02:50:42:028,1.080,0x008E,142
02:50:42:028,1.090,0x00C3,195
02:50:42:028,1.100,0x00CA,202
02:50:42:028,1.110,0x00CD,205
02:50:42:028,1.120,0x0082,130
02:50:42:028,1.130,0x00B1,177
02:50:42:028,1.140,0x0079,121
02:50:42:028,1.150,0x0045,69
02:50:42:028,1.160,0x0024,36
02:50:42:028,1.170,0x0012,18
02:50:42:028,1.180,0x0000,0
02:50:42:028,1.190,0xFFEB,-21
02:50:42:028,1.200,0x0003,3
02:50:42:028,1.210,0xFFEC,-20
02:50:42:028,1.220,0xFFFF,-1
02:50:42:028,1.230,0xFFFC,-4
02:50:42:028,1.240,0xFFF6,-10
02:50:42:028,1.250,0xFFF6,-10
02:50:42:028,1.260,0xFFFC,-4
02:50:42:028,1.270,0xFFFC,-4
02:50:42:028,1.280,0xFFF8,-8
02:50:42:028,1.290,0xFFFA,-6
02:50:42:028,1.300,0xFFFC,-4
02:50:42:028,1.310,0xFFFA,-6
02:50:42:028,1.320,0xFFFE,-2
02:50:42:028,1.330,0x0001,1
02:50:42:028,1.340,0xFFFC,-4
02:50:42:028,1.350,0xFFF8,-8
02:50:42:028,1.360,0xFFFE,-2
02:51:10:344,0.100,0xFFF8,-8
02:51:10:344,0.110,0xFFFA,-6
02:51:10:344,0.120,0xFFFF,-1
02:51:10:344,0.130,0xFFFD,-3
02:51:10:344,0.140,0xFFF5,-11
02:51:10:344,0.150,0xFFFC,-4
02:51:10:344,0.160,0x0001,1
02:51:10:344,0.170,0xFFF5,-11
02:51:10:344,0.180,0x0008,8
02:51:10:344,0.190,0x0001,1
02:51:10:344,0.200,0xFFFF,-1
02:51:10:344,0.210,0x0000,0
02:51:10:344,0.220,0xFFF5,-11
02:51:10:344,0.230,0x0000,0
02:51:10:344,0.240,0xFFFB,-5
02:51:10:344,0.250,0xFFFC,-4
02:51:10:344,0.260,0xFFF7,-9
02:51:10:344,0.270,0xFFF8,-8
02:51:10:344,0.280,0xFFFF,-1
02:51:10:344,0.290,0xFFFD,-3
02:51:10:344,0.300,0xFFFA,-6
02:51:10:344,0.310,0x0001,1
02:51:10:344,0.320,0xFFFD,-3
02:51:10:344,0.330,0xFFEB,-21
02:51:10:344,0.340,0xFFFF,-1
02:51:10:344,0.350,0xFFF4,-12
02:51:10:344,0.360,0xFFE7,-25
02:51:10:344,0.370,0xFFF7,-9
02:51:10:344,0.380,0xFFE9,-23
02:51:10:344,0.390,0xFFF4,-12
02:51:10:344,0.400,0x0004,4
02:51:10:344,0.410,0xFFE8,-24
02:51:10:344,0.420,0xFFF4,-12
02:51:10:344,0.430,0xFFEE,-18
02:51:10:344,0.440,0xFFEA,-22
02:51:10:344,0.450,0xFFED,-19
02:51:10:344,0.460,0xFFFB,-5
02:51:10:344,0.470,0xFFFE,-2
02:51:10:344,0.480,0xFFF0,-16
02:51:10:344,0.490,0xFFF3,-13
02:51:10:344,0.500,0xFFF1,-15
02:51:10:344,0.510,0xFFE6,-26
02:51:10:344,0.520,0xFFEA,-22
02:51:10:344,0.530,0xFFFD,-3
02:51:10:344,0.540,0xFFF9,-7
02:51:10:344,0.550,0xFFEE,-18
02:51:10:344,0.560,0xFFED,-19
02:51:10:344,0.570,0xFFF3,-13
02:51:10:344,0.580,0xFFDA,-38
02:51:10:344,0.590,0x000B,11
02:51:10:344,0.600,0xFFF0,-16
02:51:10:344,0.610,0xFFEC,-20
02:51:10:344,0.620,0xFFF3,-13
02:51:10:344,0.630,0xFFF3,-13
02:51:10:344,0.640,0xFFF5,-11
02:51:10:344,0.650,0xFFF3,-13
02:51:10:344,0.660,0xFFF6,-10
02:51:10:344,0.670,0xFFF4,-12
02:51:10:344,0.680,0xFFEB,-21
02:51:10:344,0.690,0xFFF6,-10
02:51:10:344,0.700,0xFFF9,-7
02:51:10:344,0.710,0xFFEF,-17
02:51:10:344,0.720,0xFFF2,-14
02:51:10:344,0.730,0xFFEE,-18
02:51:10:344,0.740,0xFFEE,-18
02:51:10:344,0.750,0xFFF4,-12
02:51:10:344,0.760,0xFFE5,-27
02:51:10:344,0.770,0xFFEC,-20
02:51:10:344,0.780,0xFFEE,-18
02:51:10:344,0.790,0xFFF2,-14
02:51:10:344,0.800,0xFFEF,-17
02:51:10:344,0.810,0xFFF1,-15
02:51:10:344,0.820,0xFFEF,-17
02:51:10:344,0.830,0xFFED,-19
02:51:10:344,0.840,0xFFF1,-15
02:51:10:344,0.850,0xFFEE,-18
02:51:10:344,0.860,0xFFEF,-17
02:51:10:344,0.870,0xFFF1,-15
02:51:10:344,0.880,0xFFEF,-17
02:51:10:344,0.890,0xFFF1,-15
02:51:10:344,0.900,0xFFF0,-16
02:51:10:344,0.910,0xFFF1,-15
02:51:10:344,0.920,0xFFF2,-14
02:51:10:344,0.930,0xFFF5,-11
02:51:10:344,0.940,0xFFF7,-9
02:51:10:344,0.950,0xFFED,-19
02:51:10:344,0.960,0xFFF0,-16
02:51:10:344,0.970,0xFFF0,-16
02:51:10:344,0.980,0xFFF0,-16
02:51:10:344,0.990,0xFFF6,-10
02:51:10:344,1.000,0xFFEB,-21
02:51:10:344,1.010,0xFFE9,-23
02:51:10:344,1.020,0xFFF2,-14
02:51:10:344,1.030,0xFFF2,-14
02:51:10:344,1.040,0xFFEE,-18
02:51:10:344,1.050,0xFFF0,-16
02:51:10:344,1.060,0xFFF1,-15
02:51:10:344,1.070,0xFFF5,-11
02:51:10:344,1.080,0xFFF2,-14
02:51:10:344,1.090,0xFFEA,-22
02:51:10:344,1.100,0xFFEA,-22
02:51:10:344,1.110,0xFFED,-19
02:51:10:344,1.120,0xFFEF,-17
02:51:10:344,1.130,0xFFF4,-12
02:51:10:344,1.140,0xFFF5,-11
02:51:10:344,1.150,0xFFF0,-16
02:51:10:344,1.160,0xFFEF,-17
02:51:10:344,1.170,0xFFFA,-6
02:51:10:344,1.180,0xFFF7,-9
02:51:10:344,1.190,0xFFF3,-13
02:51:10:344,1.200,0xFFEA,-22
02:51:10:344,1.210,0xFFEB,-21
02:51:10:344,1.220,0xFFFB,-5
02:51:10:344,1.230,0x0007,7
02:51:10:344,1.240,0xFFDF,-33
02:51:10:344,1.250,0xFFEC,-20
02:51:10:344,1.260,0xFFED,-19
02:51:10:344,1.270,0xFFDF,-33
02:51:10:344,1.280,0xFFEC,-20
02:51:10:344,1.290,0xFFE5,-27
02:51:10:344,1.300,0xFFE3,-29
02:51:10:344,1.310,0xFFDC,-36
02:51:10:344,1.320,0x0027,39
02:51:10:344,1.330,0x008D,141
02:51:10:344,1.340,0xFFC5,-59
02:51:10:344,1.350,0xFFEB,-21
02:51:10:344,1.360,0xFFF9,-7
02:51:10:344,1.370,0xFFF4,-12
02:51:31:170,0.110,0xFFE9,-23
02:51:31:170,0.120,0xFFF6,-10
02:51:31:170,0.130,0xFFEE,-18
02:51:31:170,0.140,0xFFF1,-15
02:51:31:170,0.150,0xFFF8,-8
02:51:31:170,0.160,0xFFF2,-14
02:51:31:170,0.170,0xFFF4,-12
02:51:31:170,0.180,0xFFFE,-2
02:51:31:170,0.190,0x0010,16
02:51:31:170,0.200,0xFFF0,-16
02:51:31:170,0.210,0xFFFC,-4
02:51:31:170,0.220,0xFFF4,-12
02:51:31:170,0.230,0xFFFB,-5
02:51:31:170,0.240,0xFFF9,-7
02:51:31:170,0.250,0xFFFA,-6
02:51:31:170,0.260,0x0000,0
02:51:31:170,0.270,0xFFF8,-8
02:51:31:170,0.280,0xFFFB,-5
02:51:31:170,0.290,0xFFFE,-2
02:51:31:170,0.300,0xFFFB,-5
02:51:31:170,0.310,0xFFFC,-4
02:51:31:170,0.320,0xFFFC,-4
02:51:31:170,0.330,0x0002,2
02:51:31:170,0.340,0xFFF9,-7
02:51:31:170,0.350,0xFFFB,-5
02:51:31:170,0.360,0xFFF9,-7
02:51:31:170,0.370,0xFFFE,-2
02:51:31:170,0.380,0xFFFA,-6
02:51:31:170,0.390,0xFFF9,-7
02:51:31:170,0.400,0xFFFE,-2
02:51:31:170,0.410,0xFFF6,-10
02:51:31:170,0.420,0xFFFC,-4
02:51:31:170,0.430,0x0001,1
02:51:31:170,0.440,0x0000,0
02:51:31:170,0.450,0xFFF8,-8
02:51:31:170,0.460,0xFFFB,-5
02:51:31:170,0.470,0xFFFB,-5
02:51:31:170,0.480,0xFFFA,-6
02:51:31:170,0.490,0xFFFC,-4
02:51:31:170,0.500,0xFFF9,-7
02:51:31:170,0.510,0xFFFA,-6
02:51:31:170,0.520,0xFFFC,-4
02:51:31:170,0.530,0xFFFB,-5
02:51:31:170,0.540,0xFFFE,-2
02:51:31:170,0.550,0xFFFD,-3
02:51:31:170,0.560,0xFFFC,-4
02:51:31:170,0.570,0xFFFD,-3
02:51:31:170,0.580,0xFFFE,-2
02:51:31:170,0.590,0xFFFA,-6
02:51:31:170,0.600,0xFFF9,-7
02:51:31:170,0.610,0x0001,1
02:51:31:170,0.620,0xFFFA,-6
02:51:31:170,0.630,0xFFFA,-6
02:51:31:170,0.640,0xFFFC,-4
02:51:31:170,0.650,0xFFF7,-9
02:51:31:170,0.660,0xFFFC,-4
02:51:31:170,0.670,0xFFFC,-4
02:51:31:170,0.680,0xFFF7,-9
02:51:31:170,0.690,0x0000,0
02:51:31:170,0.700,0xFFF9,-7
02:51:31:170,0.710,0x0000,0
02:51:31:170,0.720,0x0000,0
02:51:31:170,0.730,0xFFFC,-4
02:51:31:170,0.740,0x0002,2
02:51:31:170,0.750,0xFFFF,-1
02:51:31:170,0.760,0xFFF8,-8
02:51:31:170,0.770,0xFFF6,-10
02:51:31:170,0.780,0xFFF9,-7
02:51:31:170,0.790,0xFFFD,-3
02:51:31:170,0.800,0xFFF8,-8
02:51:31:170,0.810,0x0001,1
02:51:31:170,0.820,0xFFFA,-6
02:51:31:170,0.830,0xFFFD,-3
02:51:31:170,0.840,0xFFFF,-1
02:51:31:170,0.850,0xFFFC,-4
02:51:31:170,0.860,0x0001,1
02:51:31:170,0.870,0x0002,2
02:51:31:170,0.880,0xFFF7,-9
02:51:31:170,0.890,0xFFF8,-8
02:51:31:170,0.900,0xFFFB,-5
02:51:31:170,0.910,0x0001,1
02:51:31:170,0.920,0xFFFA,-6
02:51:31:170,0.930,0xFFFF,-1
02:51:31:170,0.940,0xFFFC,-4
02:51:31:170,0.950,0xFFFB,-5
02:51:31:170,0.960,0xFFFA,-6
02:51:31:170,0.970,0xFFFA,-6
02:51:31:170,0.980,0xFFFA,-6
02:51:31:170,0.990,0xFFF6,-10
02:51:31:170,1.000,0xFFFE,-2
02:51:31:170,1.010,0xFFFB,-5
02:51:31:170,1.020,0xFFF4,-12
02:51:31:170,1.030,0xFFFF,-1
02:51:31:170,1.040,0xFFFA,-6
02:51:31:170,1.050,0x0008,8
02:51:31:170,1.060,0xFFFD,-3
02:51:31:170,1.070,0xFFFE,-2
02:51:31:170,1.080,0xFFF8,-8
02:51:31:170,1.090,0x0000,0
02:51:31:170,1.100,0xFFF8,-8
02:51:31:170,1.110,0x0000,0
02:51:31:170,1.120,0x0001,1
02:51:31:170,1.130,0xFFF8,-8
02:51:31:170,1.140,0xFFF6,-10
02:51:31:170,1.150,0xFFF9,-7
02:51:31:170,1.160,0x0003,3
02:51:31:170,1.170,0xFFFD,-3
02:51:31:170,1.180,0x0002,2
02:51:31:170,1.190,0x0001,1
02:51:31:170,1.200,0xFFF8,-8
02:51:31:170,1.210,0xFFF9,-7
02:51:31:170,1.220,0x0003,3
02:51:31:170,1.230,0xFFFF,-1
02:51:31:170,1.240,0xFFFD,-3
02:51:31:170,1.250,0xFFFE,-2
02:51:31:170,1.260,0xFFFC,-4
02:51:31:170,1.270,0xFFFE,-2
02:51:31:170,1.280,0xFFFF,-1
02:51:31:170,1.290,0xFFFD,-3
02:51:31:170,1.300,0xFFFA,-6
02:51:31:170,1.310,0xFFF6,-10
02:51:31:170,1.320,0xFFFD,-3
02:51:31:170,1.330,0x0000,0
02:51:31:170,1.340,0xFFF9,-7
02:51:31:170,1.350,0xFFF4,-12
02:51:31:170,1.360,0xFFFD,-3
02:51:31:170,1.370,0xFFF9,-7
02:51:31:170,1.380,0xFFFD,-3
02:51:46:951,0.120,0xFFF8,-8
02:51:46:951,0.130,0xFFF8,-8
02:51:46:951,0.140,0xFFFF,-1
02:51:46:951,0.150,0xFFFD,-3
02:51:46:951,0.160,0x0000,0
02:51:46:951,0.170,0xFFF9,-7
02:51:46:951,0.180,0xFFF7,-9
02:51:46:951,0.190,0xFFFB,-5
02:51:46:951,0.200,0xFFFB,-5
02:51:46:951,0.210,0xFFF9,-7
02:51:46:951,0.220,0xFFFB,-5
02:51:46:951,0.230,0xFFFB,-5
02:51:46:951,0.240,0x0000,0
02:51:46:951,0.250,0x0005,5
02:51:46:951,0.260,0xFFFB,-5
02:51:46:951,0.270,0xFFF9,-7
02:51:46:951,0.280,0xFFF6,-10
02:51:46:951,0.290,0x0000,0
02:51:46:951,0.300,0xFFFA,-6
02:51:46:951,0.310,0xFFFE,-2
02:51:46:951,0.320,0xFFF5,-11
02:51:46:951,0.330,0x0006,6
02:51:46:951,0.340,0xFFFA,-6
02:51:46:951,0.350,0xFFFC,-4
02:51:46:951,0.360,0x0001,1
02:51:46:951,0.370,0xFFF9,-7
02:51:46:951,0.380,0xFFFA,-6
02:51:46:951,0.390,0xFFF8,-8
02:51:46:951,0.400,0xFFF8,-8
02:51:46:951,0.410,0xFFF9,-7
02:51:46:951,0.420,0x0002,2
02:51:46:951,0.430,0xFFF8,-8
02:51:46:951,0.440,0xFFFE,-2
02:51:46:951,0.450,0xFFFD,-3
02:51:46:951,0.460,0xFFFC,-4
02:51:46:951,0.470,0xFFFB,-5
02:51:46:951,0.480,0xFFF9,-7
02:51:46:951,0.490,0xFFFD,-3
02:51:46:951,0.500,0xFFFB,-5
02:51:46:951,0.510,0xFFF9,-7
02:51:46:951,0.520,0xFFFB,-5
02:51:46:951,0.530,0xFFFF,-1
02:51:46:951,0.540,0xFFFC,-4
02:51:46:951,0.550,0xFFFB,-5
02:51:46:951,0.560,0xFFF9,-7
02:51:46:951,0.570,0xFFFF,-1
02:51:46:951,0.580,0x0000,0
02:51:46:951,0.590,0xFFF7,-9
02:51:46:951,0.600,0xFFF7,-9
02:51:46:951,0.610,0xFFFB,-5
02:51:46:951,0.620,0xFFF9,-7
02:51:46:951,0.630,0xFFFF,-1
02:51:46:951,0.640,0xFFFA,-6
